title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Valses poéticos,Alicia de Larrocha,1933,154.413635254,D,minor,0.0270263403654,818.406188965,0.00578,0.0401,0.994,0.921,0.0711,0.406,-34.348,0.0996,-34.348,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Danzas españolas: Oriental. Andante,Alicia de Larrocha,508,123.069702148,C,minor,0.102594971657,281.750915527,0.00578,0.0401,0.994,0.921,0.0711,0.406,-34.348,0.0996,-34.348,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Danzas españolas: Energico,Alicia de Larrocha,646,172.265411377,D,major,0.0179866589606,245.953018188,0.0841,0.0401,0.995,0.93,0.0814,0.453,-26.38,0.27,-26.38,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Danzas españolas: Villanesca. Allegretto, alla pastorale",Alicia de Larrocha,730,163.498092651,G,major,0.242382228374,348.132415771,0.0314,0.0449,0.995,0.899,0.0882,0.298,-27.698,0.136,-27.698,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Danzas españolas: Rondalla aragonesa. Allegretto, poco a poco accelerando",Alicia de Larrocha,435,129.334289551,D,major,0.01030071266,217.929428101,0.118,0.0464,0.993,0.909,0.0959,0.284,-19.539,0.0903,-19.539,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Danzas españolas: Assai moderato,Alicia de Larrocha,506,163.388244629,C,major,0.128988370299,218.6927948,0.0694,0.0434,0.993,0.847,0.0748,0.358,-21.986,0.0744,-21.986,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Danzas españolas: Allegretto,Alicia de Larrocha,475,107.825492859,G,major,0.168267533183,241.892425537,0.0436,0.0422,0.994,0.86,0.0878,0.212,-33.314,0.328,-33.314,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Danzas españolas: Allegro,Alicia de Larrocha,407,178.205596924,G,major,0.0931357368827,172.247070312,0.0232,0.0637,0.995,0.823,0.121,0.386,-25.374,0.232,-25.374,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Danzas españolas: Andante,Alicia de Larrocha,845,172.266174316,A,minor,0.0486561134458,324.706390381,0.00578,0.0401,0.994,0.921,0.0711,0.406,-34.348,0.0996,-34.348,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Goethe-Lieder: Mignon III,Elisabeth Schwarzkopf | Gerald Moore,399,79.0347747803,G#,minor,0.000102468431578,250.093338013,0.021,0.0475,0.985,2.42e-05,0.0934,0.306,-27.443,0.0519,-27.443,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Goethe-Lieder: Die Spröde,Elisabeth Schwarzkopf | Gerald Moore,210,97.8016967773,C#,minor,0.106058724225,120.559997559,0.15,0.0445,0.981,0.00623,0.134,0.326,-16.759,0.12,-16.759,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Goethe-Lieder: Als ich auf dem Euphrat schiffte,Elisabeth Schwarzkopf | Gerald Moore,224,144.061203003,C#,minor,0.164038389921,97.4666671753,0.0382,0.0677,0.994,0.0175,0.0709,0.279,-27.967,0.0373,-27.967,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
6 Lieder für eine Frauenstimme: Morgentau,Elisabeth Schwarzkopf | Gerald Moore,196,106.58430481,C#,major,0.523017525673,99.8533325195,0.0601,0.0534,0.995,0.00123,0.0958,0.43,-22.686,0.182,-22.686,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
6 Lieder für eine Frauenstimme: Mausfallensprüchlein,Elisabeth Schwarzkopf | Gerald Moore,167,136.850341797,F,major,0.0518271848559,75.3466644287,0.0569,0.317,0.987,0.00303,0.0873,0.589,-23.576,0.143,-23.576,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Sechs alte Weisen: Tretet ein, hoher Krieger",Elisabeth Schwarzkopf | Gerald Moore,236,84.2578201294,D,major,0.00236990209669,168.36000061,0.111,0.0632,0.984,0,0.0785,0.477,-15.298,0.161,-15.298,dark,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Sechs alte Weisen: Du milchjunger Knabe,Elisabeth Schwarzkopf | Gerald Moore,170,98.5846710205,E,major,0.0122630111873,91.8266677856,0.0848,0.0498,0.994,0.000358,0.0861,0.432,-20.124,0.117,-20.124,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sechs alte Weisen: Wandl' ich in dem Morgentau,Elisabeth Schwarzkopf | Gerald Moore,278,152.302383423,G,major,0.0481656193733,127.693336487,0.0752,0.0496,0.993,0.00127,0.0851,0.348,-20.224,0.106,-20.224,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Lieder: Die Zigeunerin,Elisabeth Schwarzkopf | Gerald Moore,420,152.42755127,G#,minor,0.0019893841818,187.493331909,0.169,0.0533,0.981,0.00145,0.148,0.302,-16.247,0.117,-16.247,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"En Aranjuez, con tu amor",Montserrat Caballé | English Chamber Orchestra | José Collado,716,143.585418701,C,minor,0.00924786552787,340.653320312,0.166,0.0422,0.97,0.066,0.094,0.204,-13.8,0.0534,-13.8,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Anna Bolena: ""Piangete voi?... Al dolce guidami""",Montserrat Caballé | Orchestre Symphonique de Barcelone | Carlo Felice Cillario,1343,163.882568359,F,major,0.000487010896904,606.466674805,0.0695,0.0456,0.987,0.00779,0.0858,0.232,-17.411,0.0397,-17.411,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
"L'assedio di Corinto: ""Giusto ciel! In tal periglio""",Montserrat Caballé | Orchestre et Chœur de l’Opéra de la RCA Italiana | Carlo Felice Cillario,452,117.373100281,F#,minor,0.0194089505821,215.600006104,0.112,0.0429,0.99,0.217,0.111,0.202,-17.73,0.0788,-17.73,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"El Nino Judio: ""De Espana vengo""",Montserrat Caballé | Orchestre Symphonique de Barcelone | Eugenio M. Marco,881,132.909561157,E,major,0.0344301648438,405.040008545,0.25,0.0381,0.942,0.00103,0.193,0.338,-10.521,0.247,-10.521,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Louise: ""Depuis le jour""",Montserrat Caballé | Orchestre Symphonique de Barcelone | Carlo Felice Cillario,799,164.329330444,F#,major,0.00670148758218,365.959991455,0.0971,0.0437,0.957,0.00606,0.131,0.22,-17.378,0.0384,-17.378,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Ojos verdes,Montserrat Caballé,620,147.905776978,E,major,0.0774340927601,304.733337402,0.203,0.046,0.992,0.0463,0.146,0.371,-11.847,0.11,-11.847,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Paraules d'amor,Montserrat Caballé,664,143.55279541,A,major,0.0184886045754,296.866668701,0.0993,0.0398,0.986,0.00409,0.179,0.368,-18.151,0.137,-18.151,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El día que nací yo,Montserrat Caballé,592,123.44418335,A,minor,0.0230787694454,287.399993896,0.188,0.05,0.982,0.00208,0.101,0.344,-12.627,0.0477,-12.627,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
En aranjuez con tu amor,Montserrat Caballé,756,147.994171143,C,minor,0.00941038504243,346.200012207,0.166,0.0422,0.97,0.066,0.094,0.204,-13.8,0.0534,-13.8,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Carmen - Habanera,Montserrat Caballé,539,129.409118652,D,major,0.00631727324799,262.533325195,0.205,0.0642,0.988,2.13e-05,0.315,0.455,-11.563,0.297,-11.563,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
La Carte du tendre,Anne Sofie von Otter,536,84.2712173462,D,major,0.142159000039,280.984680176,0.177,0.0569,0.928,0.0027,0.11,0.385,-19.045,0.519,-19.045,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Zona de promesas,Mercedes Sosa | Gustavo Cerati,441,103.495498657,C,major,0.564540326595,239.83164978,0.242,0.0352,0.747,0.000167,0.114,0.368,-11.22,0.306,-11.22,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cántame,Mercedes Sosa | Franco de Vita,469,142.921188354,D,minor,0.380769968033,223.728622437,0.447,0.0355,0.8,3.36e-06,0.111,0.563,-9.0,0.291,-9.0,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
O que será,Mercedes Sosa | Daniela Mercury,464,123.615531921,A#,major,0.819895327091,225.841629028,0.356,0.0678,0.889,0,0.105,0.749,-10.724,0.506,-10.724,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Zamba para olvidarte,Mercedes Sosa | Diego Torres | Facundo Ramírez,641,123.122062683,C#,minor,0.180430606008,304.473114014,0.107,0.0473,0.969,0.000164,0.1,0.577,-11.652,0.181,-11.652,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sabiéndose de los descalzos,Mercedes Sosa | Julieta Venegas,247,73.6903381348,C,minor,0.817364454269,175.683624268,0.354,0.0268,0.493,2.05e-06,0.23,0.482,-7.674,0.14,-7.674,dark,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
"Agua, fuego, tierra y viento",Mercedes Sosa | Soledad Pastorutti,420,129.186355591,E,minor,0.76176828146,221.859405518,0.433,0.176,0.858,4.04e-06,0.337,0.436,-7.221,0.569,-7.221,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Nada,Mercedes Sosa | María Graña | Leopoldo Federico,447,129.359832764,E,major,0.173552319407,228.79347229,0.226,0.0399,0.935,3.72e-06,0.0577,0.406,-10.67,0.21,-10.67,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Canción para un niño en la calle,Mercedes Sosa | René Pérez,444,100.394386292,F#,minor,0.822715222836,254.817230225,0.297,0.0518,0.913,0,0.156,0.567,-10.275,0.17,-10.275,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Violetas para Violeta,Mercedes Sosa | Joaquín Sabina,382,89.9724197388,C,major,0.863028109074,254.959457397,0.452,0.114,0.364,1.72e-06,0.164,0.574,-9.215,0.398,-9.215,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Razón de vivir,Mercedes Sosa | Lila Downs,492,116.259048462,A,minor,0.290295600891,259.458312988,0.389,0.0405,0.812,0,0.126,0.636,-9.175,0.464,-9.175,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Dans ses grands yeux verts,Hélène,375,126.740951538,C,minor,0.873105347157,178.285720825,0.762,0.0359,0.046,0,0.741,0.505,-9.299,0.394,-9.299,bright,tonal,voice,sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Est ce qu'un garçon,Hélène,429,112.671020508,C,minor,0.781328678131,229.09387207,0.571,0.0262,0.119,0.000287,0.204,0.594,-5.802,0.364,-5.802,dark,tonal,instrumental,sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Ce train qui s'en va,Hélène,568,148.343658447,G#,major,0.904393255711,230.11265564,0.484,0.0253,0.576,0.0269,0.156,0.588,-12.485,0.439,-12.485,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Et si un garçon,Hélène,386,146.014221191,G,minor,0.921282589436,159.529800415,0.415,0.0326,0.724,1.51e-06,0.0995,0.627,-11.943,0.928,-11.943,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Je m’apelle Hélène,Hélène,513,147.975891113,G#,major,0.875236153603,229.537963867,0.464,0.0258,0.41,0.039,0.124,0.677,-9.544,0.288,-9.544,bright,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Peut-être qu’en septembre,Hélène,662,151.987243652,G,major,0.969633698463,262.112640381,0.391,0.0311,0.353,0.525,0.159,0.491,-10.166,0.354,-10.166,bright,tonal,instrumental,sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
"Two-Part Invention in D minor, BWV 775",Gabriela Montero,345,122.26865387,D,minor,0.276585072279,160.130615234,0.158,0.0406,0.994,0.931,0.114,0.41,-24.156,0.773,-24.156,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Beyond Bach,Gabriela Montero,670,154.43057251,D,minor,0.0105338133872,265.743682861,0.0422,0.0347,0.994,0.942,0.0744,0.281,-23.163,0.0579,-23.163,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Fantaisie-impromptu in C-sharp minor, op. 66",Gabriela Montero,547,94.108505249,C#,major,0.0249131023884,311.84979248,0.0879,0.0338,0.985,0.873,0.0857,0.248,-21.44,0.119,-21.44,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Improvisation on Rachmaninov: Vocalise,Gabriela Montero,571,155.09425354,C#,minor,0.0264636371285,255.817138672,0.0833,0.0403,0.99,0.903,0.117,0.274,-23.357,0.157,-23.357,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Improvisation on Chopin: Nocturne in D-flat,Gabriela Montero,268,136.58795166,C#,major,0.271681725979,127.555915833,0.0743,0.0451,0.992,0.888,0.116,0.355,-25.97,0.219,-25.97,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Improvisation on Rachmaninov: Piano Concerto no. 2,Gabriela Montero,692,154.347381592,E,major,0.0799387544394,280.973052979,0.112,0.0457,0.991,0.926,0.0948,0.26,-24.594,0.196,-24.594,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Improvisation in the Style of Bach,Gabriela Montero,338,143.194747925,A,minor,0.0467081665993,152.790206909,0.0321,0.0426,0.993,0.9,0.0653,0.305,-27.789,0.149,-27.789,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Song for Natalia and Isabella,Gabriela Montero,502,110.699798584,G#,major,0.0819888338447,247.457962036,0.00352,0.0683,0.995,0.917,0.0887,0.57,-29.992,0.0663,-29.992,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Improvisation in the Style of a Tango,Gabriela Montero,524,140.12789917,D,minor,0.127834618092,224.235107422,0.127,0.0358,0.986,0.859,0.0425,0.435,-18.595,0.444,-18.595,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Improvisation on Chopin: Prelude in A,Gabriela Montero,664,172.265823364,D#,major,0.148336365819,259.73550415,0.0933,0.0358,0.991,0.865,0.0908,0.412,-22.231,0.241,-22.231,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Seven Seas,Lisa Gerrard,639,163.037139893,F,major,0.0058982684277,297.926544189,0.0139,0.0508,0.993,0.84,0.078,0.152,-21.109,0.0337,-21.109,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Adrift,Lisa Gerrard,692,147.44694519,D,major,0.363420724869,324.49307251,0.198,0.0354,0.951,0.861,0.112,0.0862,-15.13,0.0354,-15.13,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Our Kingdom Came,Lisa Gerrard,763,135.675552368,D,major,0.642483055592,365.975524902,0.186,0.0373,0.989,0.911,0.107,0.134,-15.576,0.0362,-15.576,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Too Far Gone,Lisa Gerrard,960,172.265823364,A#,major,0.197063818574,405.133056641,0.0691,0.0344,0.98,0.55,0.133,0.183,-18.79,0.0398,-18.79,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Of Love Undone,Lisa Gerrard,472,110.736701965,A,minor,0.561758697033,226.324905396,0.309,0.042,0.987,0.964,0.11,0.183,-16.313,0.0335,-16.313,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Orleans,Chicane | Lisa Gerrard,561,133.163513184,A#,minor,0.802356183529,260.519195557,0.332,0.0441,0.228,0.958,0.12,0.233,-15.321,0.0441,-15.321,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
The Short Time Upon This Earth,Lisa Gerrard | Marcello De Francisci,485,125.874038696,C,minor,0.0108106136322,229.77305603,0.175,0.0407,0.911,0.944,0.11,0.162,-18.867,0.0605,-18.867,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
I Can't Breathe,Lisa Gerrard,209,69.7491455078,A,minor,0.15560695529,108.953788757,0.0262,0.039,0.993,0.926,0.0689,0.164,-26.134,0.0397,-26.134,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Try to Remember,Lisa Gerrard | Marcello De Francisci,484,120.287010193,D,minor,0.0020832431037,238.419586182,0.0952,0.0438,0.929,0.81,0.127,0.232,-28.497,0.0335,-28.497,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
It's Been in the Papers,Lisa Gerrard,111,89.9068145752,D,major,0.400529891253,73.28099823,0.0737,0.0417,0.973,0.734,0.0874,0.109,-21.032,0.04,-21.032,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Petite Suite for piano four hands: I. En bateau,Martha Argerich | Cristina Marton,427,135.135269165,G,major,0.00608110474423,212.741226196,0.0155,0.0373,0.991,0.93,0.0762,0.366,-27.474,0.0398,-27.474,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Petite Suite for piano four hands: II. Cortège,Martha Argerich | Cristina Marton,340,91.2983322144,E,major,0.0160321164876,184.607345581,0.11,0.0451,0.991,0.942,0.161,0.355,-19.687,0.163,-19.687,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Petite Suite for piano four hands: III. Menuet,Martha Argerich | Cristina Marton,451,184.57069397,G,major,0.00327714951709,181.263671875,0.0547,0.0377,0.992,0.835,0.0781,0.33,-24.65,0.147,-24.65,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Petite Suite for piano four hands: IV. Ballet,Martha Argerich | Cristina Marton,506,163.491134644,D,major,0.0399829261005,221.309387207,0.234,0.0421,0.99,0.864,0.713,0.43,-19.63,0.189,-19.63,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Piano Sonata no. 3 in B minor, op. 58: II. Scherzo. Molto vivace",Martha Argerich,244,90.0701828003,G#,minor,0.00135454453994,142.467483521,0.0582,0.0394,0.993,0.934,0.247,0.265,-25.663,0.151,-25.663,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Fantasiestücke - 'Des Abends',Martha Argerich,422,120.412338257,C#,major,0.111105255783,210.050613403,0.00477,0.0359,0.995,0.91,0.072,0.326,-38.149,0.077,-38.149,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"Concerto pathétique in E minor, S258",Martha Argerich | Nelson Freire,2306,164.665084839,E,minor,0.04275585711,1112.57336426,0.136,0.046,0.979,0.871,0.0965,0.358,-17.0,0.0478,-17.0,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
"6 Studien in kanonischer Form, Op. 56: IV. Innig (Transc. Debussy for 2 Pianos) [Live]",Martha Argerich,461,164.624801636,G#,major,0.0153793143108,197.759994507,0.0953,0.0347,0.994,0.917,0.108,0.288,-23.511,0.111,-23.511,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"6 Studien in kanonischer Form, Op. 56: V. Nicht zu schnell (Transc. Debussy for 2 Pianos) [Live]",Martha Argerich,229,110.522903442,D,major,0.49333652854,127.36000061,0.228,0.0357,0.994,0.874,0.121,0.627,-23.051,0.816,-23.051,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sonatine: III. Animé,Martha Argerich,409,110.441497803,F#,minor,0.375853508711,200.803268433,0.0715,0.0338,0.995,0.944,0.144,0.279,-19.294,0.0766,-19.294,dark,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Voci,Kim Kashkashian | Radio-Symphonieorchester Wien | Dennis Russell Davies,3954,148.11378479,F,major,0.000723407196347,1936,0.0304,0.0512,0.988,0.691,0.107,0.27,-26.495,0.0387,-26.495,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
One Goes There Alone,Jan Garbarek | Kim Kashkashian | Manu Katché,711,144.781173706,D#,minor,0.0354292355478,309.760009766,0.229,0.0373,0.957,0.718,0.113,0.127,-10.38,0.058,-10.38,dark,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Scene From Afar,Jan Garbarek | Kim Kashkashian | Manu Katché,576,138.122558594,F#,minor,0.0850043520331,319.373321533,0.179,0.0335,0.932,0.211,0.0806,0.468,-13.589,0.0372,-13.589,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Iceburn,Jan Garbarek | Kim Kashkashian | Manu Katché,591,105.499702454,C#,minor,0.0533060617745,303.906677246,0.104,0.0373,0.98,0.762,0.102,0.216,-16.59,0.0299,-16.59,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
In Praise of Dreams,Jan Garbarek | Kim Kashkashian,965,178.206802368,D,minor,0.84347319603,325.333343506,0.569,0.0828,0.7,0.876,0.121,0.424,-10.687,0.305,-10.687,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cloud of Unknowing,Jan Garbarek | Kim Kashkashian,545,93.9800872803,F,minor,0.195180475712,326.359985352,0.247,0.0361,0.798,0.581,0.0737,0.401,-12.972,0.0533,-12.972,dark,atonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Without Visible Sign,Jan Garbarek | Kim Kashkashian,605,125.812080383,D,minor,0.0979944914579,304.066680908,0.148,0.039,0.988,0.559,0.0932,0.151,-13.406,0.0614,-13.406,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Conversation With a Stone,Jan Garbarek | Kim Kashkashian | Manu Katché,416,72.0184783936,C,minor,0.206694230437,265.760009766,0.286,0.0305,0.601,0.519,0.0754,0.247,-10.76,0.0608,-10.76,dark,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
"String Quartet no. 15 in E-flat minor, op. 144: IV. Nocturne: Adagio",Gidon Kremer | Daniel Phillips | Kim Kashkashian | Yo‐Yo Ma,630,123.159820557,F#,major,0.000682953046635,324.106658936,0.0114,0.0392,0.906,0.39,0.138,0.19,-34.56,0.0338,-34.56,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
"String Quartet no. 15 in E-flat minor, op. 144: V. Funeral March: Adagio molto",Gidon Kremer | Daniel Phillips | Kim Kashkashian | Yo‐Yo Ma,544,107.710021973,A,major,0.0255571845919,295.333343506,0.02,0.0434,0.968,0.732,0.15,0.148,-26.969,0.0379,-26.969,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
I Will Pray (Pregherò),Giorgia | Alicia Keys,488,139.804397583,C#,major,0.846891462803,219.023986816,0.599,0.031,0.438,0,0.0987,0.462,-4.094,0.163,-4.094,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Pregherò,Giorgia,478,139.839859009,C#,major,0.87507212162,219.023986816,0.612,0.031,0.308,0,0.105,0.486,-4.335,0.231,-4.335,bright,atonal,voice,not_sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Strano il mio destino,Giorgia,576,135.901016235,A,major,0.430879354477,250.48815918,0.539,0.0342,0.355,0,0.121,0.561,-5.131,0.149,-5.131,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Ogni fiore,Giorgia,405,132.902191162,C,major,0.845368504524,186.514282227,0.627,0.0331,0.184,0,0.115,0.519,-4.871,0.186,-4.871,bright,atonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Vedrai com'è,Giorgia,328,100.004180908,F,major,0.753607869148,188.087982178,0.51,0.0353,0.586,0,0.113,0.376,-6.088,0.241,-6.088,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
L'amore s'impara,Giorgia,384,122.039810181,C,major,0.926375567913,189.518371582,0.684,0.0403,0.139,0,0.124,0.414,-4.435,0.226,-4.435,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Come neve,Giorgia | Marco Mengoni,416,119.951408386,D,major,0.792104661465,209.475921631,0.55,0.035,0.102,0,0.109,0.528,-4.797,0.288,-4.797,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
È l'amore che conta,Giorgia,460,137.012832642,F#,minor,0.91445851326,202.109390259,0.766,0.028,0.00219,0,0.351,0.543,-3.046,0.436,-3.046,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
La mia stanza,Giorgia,410,125.994247437,A,major,0.947601616383,181.759994507,0.89,0.094,0.142,0,0.872,0.471,-3.345,0.678,-3.345,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
All for Love,Luciano Pavarotti | Bryan Adams | Andrea Bocelli | Giorgia | Nancy Gustafson | Andreas Vollenweider,774,151.661621094,D,major,0.426358133554,323.839996338,0.558,0.0432,0.388,0,0.692,0.289,-10.888,0.233,-10.888,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Peer Gynt: Solveig's Song,Elly Ameling | San Francisco Symphony | Edo de Waart,724,172.265792847,A,minor,0.00012838220573,326.112640381,0.0256,0.0529,0.984,0.0363,0.0558,0.225,-28.615,0.0373,-28.615,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
