title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Sweet Leaf / Funky Fresh Country Club,Ugly Kid Joe,982,136.623962402,G#,major,0.953551769257,428.695495605,0.945,0.055,0.000102,0.00146,0.0516,0.351,-8.323,0.475,-8.323,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Bow Down,The Housemartins,275,90.3786392212,A,major,0.754523992538,181.666671753,0.685,0.0344,0.079,2.89e-05,0.106,0.405,-13.404,0.953,-13.404,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Naked,James Arthur,390,101.739837646,A#,minor,0.781925499439,232.698776245,0.607,0.0574,0.104,0,0.0631,0.529,-6.781,0.238,-6.781,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
"Old Game, Blue Flame",Fiction Factory,376,130.295730591,C,major,0.970691144466,173.426940918,0.743,0.0708,0.604,0.00897,0.249,0.679,-8.266,0.66,-8.266,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
We Are Just the Same,Korzus,570,164.74005127,C,minor,0.937128663063,296.839996338,0.936,0.11,1.63e-05,0.000196,0.298,0.448,-4.63,0.341,-4.63,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
My Baby Loves Loves Loves Me,Jonathan Richman,422,132.118835449,A#,major,0.820859849453,191.294692993,0.601,0.0766,0.442,0,0.178,0.73,-11.102,0.741,-11.102,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Make Way,Riverdales,185,93.4066314697,B,major,0.968177318573,119.340408325,0.972,0.0495,0.00124,3.34e-06,0.535,0.479,-5.34,0.891,-5.34,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Tennessee Waltz,Chet Atkins,189,88.7836456299,A,major,0.8531011343,124.368980408,0.152,0.0279,0.913,0.878,0.152,0.269,-14.648,0.221,-14.648,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
The Nyabinghy Chant,Mad Professor | Alika,259,80.3188018799,A,minor,0.856637239456,194.220413208,0.44,0.254,0.152,2.2e-06,0.0875,0.879,-10.679,0.779,-10.679,bright,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Rudolph the Red-Nosed Reindeer,Larry Carlton,197,90.0030822754,A#,major,0.774547338486,129.724075317,0.208,0.0585,0.949,0.849,0.115,0.734,-12.823,0.777,-12.823,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sempre sempre,Il Divo,520,172.265319824,C,minor,0.425430864096,227.026672363,0.417,0.0356,0.739,0.000139,0.0748,0.159,-8.597,0.0719,-8.597,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Latch,Disclosure | Sam Smith,509,121.984901428,G#,major,0.967278003693,252.133880615,0.735,0.0919,0.0178,0.000193,0.089,0.729,-5.455,0.544,-5.455,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Contrition,Good Riddance,172,84.0180892944,A#,minor,0.975388944149,123.533332825,0.981,0.148,1.03e-05,6.32e-05,0.182,0.378,-3.793,0.419,-3.793,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Ladies and Gentlemen,Saliva,567,161.553710938,F#,minor,0.935603141785,217.338775635,0.909,0.0461,0.000103,0.216,0.145,0.459,-4.937,0.487,-4.937,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Am I Safe,Ryan Adams,554,120.764709473,F,minor,0.941034734249,272.973327637,0.884,0.0402,0.056,0.0021,0.157,0.603,-4.893,0.784,-4.893,bright,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Where There's a Will,The Pop Group,599,113.551200867,F,minor,0.816579341888,315.637542725,0.837,0.176,0.000186,0.0657,0.129,0.694,-5.777,0.655,-5.777,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Beauty & Wonder,Donna Lewis,509,155.39012146,F,minor,0.80289298296,197.146118164,0.767,0.0842,0.0091,0.109,0.109,0.682,-7.067,0.625,-7.067,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Zorrro,The Bluetones,489,133.309173584,B,minor,0.87488424778,219.428573608,0.562,0.033,0.0113,0,0.0759,0.457,-6.078,0.798,-6.078,dark,atonal,voice,not_sad,relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Glee Cells Trade,Dananananaykroyd,358,137.133117676,C,major,0.960292577744,156.94367981,0.906,0.104,0.000839,2.22e-05,0.313,0.465,-5.533,0.576,-5.533,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Gotta Hold on to This Feeling,Jr. Walker & The All Stars,408,114.447891235,C#,major,0.900102198124,214.648162842,0.689,0.031,0.209,1.64e-05,0.0634,0.61,-7.08,0.863,-7.08,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Brother to Brother,Terry Callier | Paul Weller,538,128.812469482,A,minor,0.969216763973,252,0.382,0.0288,0.714,0.0006,0.0952,0.507,-10.191,0.321,-10.191,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
I’d Be So Happy,Three Dog Night,663,140.882461548,E,minor,0.566999733448,289.071014404,0.335,0.0305,0.196,0.000899,0.144,0.314,-12.304,0.183,-12.304,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Ogre,The Ides of March,642,184.570495605,E,minor,0.696845591068,250.592651367,0.736,0.104,0.237,0.00362,0.11,0.489,-9.381,0.558,-9.381,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Lilly's Daddy’s Cadillac,Mink DeVille,598,129.512786865,F,major,0.802977383137,277.826751709,0.661,0.047,0.326,0.384,0.0698,0.853,-13.729,0.943,-13.729,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Blood Junkie,Lamb of God,548,110.344154358,D,minor,0.971648573875,261.85333252,0.913,0.201,3.09e-05,0.0195,0.206,0.3,-4.474,0.179,-4.474,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
If You Leave Me Now,Peter Cetera,546,104.728218079,A,major,0.834425747395,312.032653809,0.552,0.0295,0.279,0.000652,0.0552,0.594,-9.096,0.644,-9.096,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Alone,Vera Lynn,385,128.18939209,A#,major,0.805942118168,182.973327637,0.28,0.0375,0.981,0.795,0.205,0.403,-9.447,0.516,-9.447,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Complication,The Monks,306,126.932609558,C,major,0.850518882275,144.148025513,0.731,0.148,0.484,0.000392,0.129,0.476,-7.658,0.613,-7.658,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Canned Ham,Norman Greenbaum,477,164.834594727,E,major,0.886768639088,174.148208618,0.689,0.0318,0.229,1.83e-05,0.0919,0.584,-8.091,0.901,-8.091,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
The Ice Cream Man,The Tornados,201,110.363426208,G#,major,0.969361543655,110.34122467,0.697,0.0345,0.000624,0.00542,0.093,0.412,-6.154,0.874,-6.154,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
The Fish Needs a Bike,Blurt,407,152.716705322,A#,minor,0.947139561176,160.36000061,0.95,0.0461,0.046,0.799,0.0748,0.549,-13.009,0.678,-13.009,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
I’m a Spider,Captain Sensible,442,104.055236816,C,major,0.873963654041,255.660415649,0.442,0.035,0.473,0.00043,0.0612,0.779,-13.068,0.908,-13.068,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Used to Be a Cop,Drive-By Truckers,824,124.928710938,C,major,0.914697289467,393.221221924,0.748,0.0304,0.098,0.0113,0.153,0.643,-8.35,0.913,-8.35,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
She Was Surprised,Psychic TV,659,129.646148682,C,major,0.701524853706,305.920013428,0.65,0.0482,0.00392,0.764,0.139,0.836,-9.224,0.381,-9.224,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Never Gonna Be the Same,Danny Wilson,323,91.3092422485,B,major,0.854339241982,159.373336792,0.411,0.0291,0.659,3.87e-05,0.189,0.647,-11.806,0.827,-11.806,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
She's Mine She's Yours,Juicy Lucy,918,163.154373169,F,major,0.858949542046,344.084899902,0.801,0.0561,0.0393,0.592,0.0472,0.276,-7.009,0.513,-7.009,bright,atonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Pro Anti Anti (Truss remix),Liars,675,130.58581543,D#,minor,0.96081417799,314.618774414,0.967,0.0515,0.0183,0.782,0.298,0.792,-5.344,0.53,-5.344,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
I Second That Emotion,The Manhattan Transfer | Smokey Robinson,347,94.9825973511,C,major,0.87464928627,220.240005493,0.723,0.0345,0.212,0,0.0767,0.6,-9.225,0.914,-9.225,bright,tonal,voice,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Whirlwind,Andrew Gold,578,135.673416138,G,major,0.872959971428,256.09286499,0.441,0.0344,0.0656,1.75e-05,0.0901,0.556,-11.764,0.666,-11.764,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Bad Case of Lovin' You,Moon Martin,564,145.991424561,D,major,0.938602685928,232.533340454,0.899,0.0975,0.0303,0.004,0.388,0.548,-5.301,0.732,-5.301,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Overture,Al Kooper,626,163.219024658,F,major,0.467358738184,278.987762451,0.393,0.198,0.901,0.0219,0.281,0.421,-11.225,0.432,-11.225,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
I Wanna Dance With You,Eddie Rabbitt,480,151.25869751,D,major,0.940563082695,190.772247314,0.529,0.0479,0.0147,0.894,0.203,0.601,-12.365,0.509,-12.365,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Open My Eyes,Nazz,424,154.775756836,E,major,0.705257296562,165.01550293,0.799,0.0843,0.0156,0,0.153,0.276,-7.55,0.554,-7.55,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Papa's Got a Brand New Bag,The McCoys,263,129.062362671,E,major,0.796957850456,123.181861877,0.412,0.0684,0.221,1.59e-05,0.0474,0.671,-13.578,0.943,-13.578,bright,atonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
"Volver, Volver",Los Lobos,268,72.648979187,G,major,0.803466439247,210.024490356,0.55,0.0295,0.17,0,0.979,0.364,-7.356,0.746,-7.356,bright,tonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Guera,L7,791,155.422561646,E,minor,0.801159083843,305.188537598,0.827,0.0309,0.00988,4.88e-05,0.63,0.621,-7.629,0.698,-7.629,dark,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Fly,Hilary Duff,347,91.8473052979,G,major,0.953546702862,223.764892578,0.792,0.0459,0.0392,0.0422,0.0855,0.272,-3.061,0.356,-3.061,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
I'm Too Smurfy,Right Said Fred,346,125.013542175,E,major,0.970985472202,166.7918396,0.896,0.0388,0.0198,0.00878,0.556,0.753,-4.303,0.861,-4.303,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Strip Search,The Queers,245,96.6816101074,D,minor,0.978058159351,151.51020813,0.902,0.0537,1.4e-06,0.705,0.273,0.268,-3.367,0.594,-3.367,dark,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Working for the Yankee Dollar,The Skids,460,126.030502319,D,major,0.703193902969,220.386672974,0.922,0.052,0.0199,0,0.0901,0.57,-6.42,0.584,-6.42,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Man Ain't Supposed to Cry,Marc Broussard,589,143.070480347,C,major,0.949468672276,247.51020813,0.745,0.0824,0.126,1.71e-06,0.348,0.62,-5.145,0.521,-5.145,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Anthem of United Humanity,The Turbo A.C.’s,169,98.2296142578,E,minor,0.95190012455,103.028007507,0.975,0.202,2.94e-05,0.636,0.455,0.297,-5.291,0.283,-5.291,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
On the Wing,T’Pau,493,129.187057495,C,major,0.894546210766,229.51184082,0.281,0.031,0.303,0.761,0.0868,0.355,-16.987,0.0391,-16.987,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Scream,Metal Church,476,108.716026306,D,minor,0.939604759216,264.933319092,0.997,0.0555,1.16e-05,0.000204,0.0489,0.49,-3.256,0.197,-3.256,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Down in the Tube Station at Midnight,From the Jam,514,88.9869155884,C,major,0.824545025826,301.871032715,0.948,0.278,0.00606,0.0405,0.97,0.267,-7.141,0.347,-7.141,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
The Butcher's Bill,Thou,783,154.44329834,G#,major,0.958889484406,311.1875,0.962,0.117,3.02e-06,0.761,0.0999,0.163,-5.643,0.129,-5.643,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Ole Man Trouble,Otis Redding,389,150.815948486,A,major,0.764997243881,155.991653442,0.418,0.0266,0.252,0.00125,0.165,0.658,-7.568,0.613,-7.568,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
A Last Straw,Robert Wyatt,662,135.42175293,C,minor,0.186801478267,296.480010986,0.223,0.0355,0.659,0.000135,0.174,0.445,-16.895,0.158,-16.895,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Gotta Let It Go,MercyMe,377,126.958824158,G#,major,0.969799280167,178.860412598,0.967,0.0493,0.00055,0.01,0.0752,0.519,-1.916,0.79,-1.916,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Bird in the Hand,Sebadoh,234,145.264083862,G#,minor,0.979209601879,96.4133300781,0.934,0.0671,6.17e-05,0.000194,0.155,0.236,-6.876,0.22,-6.876,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
October Song,Amy Winehouse,333,97.9324264526,F,major,0.956881165504,204.956741333,0.842,0.256,0.0112,0.135,0.0381,0.672,-7.673,0.694,-7.673,bright,tonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Stranger in My House,The Fleshtones,403,133.804901123,C,major,0.974906861782,182.308578491,0.962,0.0931,0.00438,0.017,0.0932,0.451,-3.425,0.193,-3.425,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Preta pretinha no carnaval,Novos Baianos,533,163.800765991,F,major,0.831689834595,197.537963867,0.736,0.0479,0.0524,0.00462,0.0289,0.461,-6.584,0.961,-6.584,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Don't Want To Be A Fool,Luther Vandross,443,95.1618652344,G,major,0.766550064087,274.693328857,0.576,0.0234,0.482,0,0.151,0.632,-8.345,0.323,-8.345,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Don't Treat Me Bad,FireHouse,435,110.900863647,G#,major,0.841948390007,236.42666626,0.807,0.0348,0.000303,2.37e-05,0.193,0.616,-11.4,0.637,-11.4,dark,tonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Heartbeat,Mat Kearney,421,115.994613647,C,major,0.865583658218,218.706665039,0.748,0.0384,0.114,5.52e-06,0.143,0.707,-6.211,0.728,-6.211,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Jawbreaker,Chevelle,552,114.91078949,C,major,0.946600019932,293.381225586,0.875,0.056,5.42e-06,0.641,0.107,0.49,-5.514,0.327,-5.514,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Everybody's Got To Learn Sometime,The Korgis,312,74.8478088379,C#,minor,0.903849244118,251.16734314,0.298,0.0258,0.0154,0.00133,0.0725,0.425,-12.037,0.0929,-12.037,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Have You Got Problems?,Mike McGear,732,119.631263733,G,major,0.768333911896,374.804901123,0.793,0.0424,0.18,0.107,0.116,0.552,-8.63,0.854,-8.63,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
The Calling,Age of Artemis,864,161.518051147,A#,major,0.907450079918,325,0.982,0.0736,0.000216,0.0573,0.302,0.402,-5.32,0.248,-5.32,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
War,Bone Thugs‐n‐Harmony | Flesh‐N‐Bone | Henry Rollins | Tom Morello | Flea,505,99.9256362915,A#,major,0.930294394493,300.61819458,0.659,0.0611,0.199,7.24e-05,0.112,0.909,-7.7,0.947,-7.7,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Eclipse,Silent Cry,591,123.169776917,F,major,0.970718622208,276.349395752,0.253,0.0374,0.846,0.000306,0.123,0.696,-14.739,0.167,-14.739,dark,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
***k the Millennium,2K,1823,123.074188232,D#,minor,0.668077468872,837.293334961,0.65,0.0299,0.258,0.0194,0.325,0.718,-10.2,0.921,-10.2,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
In This Diary,The Ataris,734,165.010635376,C#,major,0.891237795353,274.249420166,0.832,0.0603,0.00505,0,0.127,0.566,-4.644,0.86,-4.644,dark,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Who Was It?,Hurricane Smith,370,118.316986084,G,major,0.936581075191,185.991836548,0.655,0.0359,0.0938,0,0.342,0.567,-9.301,0.776,-9.301,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Fuck Up,Supersuckers,406,123.712814331,G#,major,0.966420531273,193.479995728,0.696,0.0627,0.0251,0,0.102,0.248,-4.749,0.556,-4.749,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
What Can I Do,Secondcity | Ali Love,398,122.228775024,C#,major,0.927057087421,197.039993286,0.566,0.087,0.391,0,0.404,0.754,-9.742,0.882,-9.742,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
It's in the Blood,Eric Stewart,558,113.974731445,F,major,0.963123559952,294.765716553,0.682,0.0281,0.612,0,0.0842,0.822,-4.58,0.809,-4.58,bright,tonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Your Life Is a Lie,MGMT,262,128.185379028,C,major,0.962208867073,123.400001526,0.968,0.0702,0.248,9.78e-06,0.245,0.527,-0.94,0.221,-0.94,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Goodbye to You,Michelle Branch,625,164.480331421,G#,major,0.886400163174,231.026931763,0.556,0.0263,0.288,0.000246,0.173,0.504,-6.19,0.276,-6.19,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Thunder in My Heart,Leo Sayer,459,128.896820068,D,minor,0.966852605343,214.308578491,0.922,0.0294,0.000241,0.69,0.0697,0.679,-4.67,0.806,-4.67,bright,atonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Unbilotitled,Babyshambles,384,89.1144104004,G,major,0.794084429741,249.182037354,0.754,0.0267,0.00091,0.00195,0.209,0.419,-4.798,0.257,-4.798,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Gonna Fix You Good,Little Anthony & The Imperials,378,151.794235229,D,major,0.929721057415,150.279998779,0.588,0.0288,0.735,0,0.608,0.52,-8.296,0.85,-8.296,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
All I Want,Susanna Hoffs,371,111.626602173,A,major,0.903439998627,199.105300903,0.559,0.0269,0.0359,0,0.141,0.617,-5.738,0.664,-5.738,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Generation Retard,The Disrupters,415,119.52494812,B,minor,0.957919120789,212.845718384,0.585,0.0368,5.43e-05,0.841,0.214,0.426,-11.688,0.676,-11.688,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
How Wrong Can I Be,hellogoodbye,402,114.896507263,A,major,0.957045197487,210.886535645,0.672,0.0327,7.5e-05,0.000987,0.155,0.534,-6.36,0.472,-6.36,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Splash 1 (alternate version),13th Floor Elevators,407,105.037223816,G,major,0.749908328056,233.732070923,0.392,0.0315,0.315,0.000218,0.148,0.538,-11.415,0.467,-11.415,bright,tonal,instrumental,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Getting Stronger,Jim Capaldi,474,108.956916809,E,major,0.900552630424,261.328979492,0.83,0.0439,0.00469,2.83e-06,0.213,0.67,-9.088,0.807,-9.088,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Intro,Blaze Bayley,91,123.074821472,G,minor,0.661282539368,46.0277557373,0.788,0.0404,0.000489,0.000154,0.112,0.328,-6.795,0.144,-6.795,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
In Like the Rose,Black Rebel Motorcycle Club,559,104.255867004,B,major,0.92297577858,322.403259277,0.84,0.0504,0.104,0.213,0.0691,0.627,-3.674,0.383,-3.674,dark,tonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Rock Dirge,Sly & the Family Stone,308,96.575881958,G#,minor,0.338825911283,204.643264771,0.39,0.032,0.661,0.203,0.114,0.272,-11.442,0.779,-11.442,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
I’m Still Missing Your Love,The S.O.S. Band,566,105.918449402,G#,minor,0.870531380177,321.462860107,0.928,0.0801,0.0303,0.00131,0.115,0.713,-5.859,0.724,-5.859,bright,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Mayday Malady,UK Decay,465,145.125991821,A,major,0.858754515648,189.387756348,0.609,0.0333,0.0056,0.8,0.107,0.323,-6.592,0.521,-6.592,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Jerk Ribs,Kelis,469,111.011581421,G,major,0.935105025768,252.865310669,0.737,0.0697,0.073,9.74e-05,0.0753,0.778,-5.681,0.882,-5.681,bright,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Where Have All the Rude Boys Gone?,Ted Leo/Pharmacists,827,164.237503052,A,major,0.953063368797,302.133331299,0.958,0.0873,0.031,0,0.089,0.276,-4.51,0.223,-4.51,dark,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Senseless Abandon,Circle of Dust,719,103.733680725,F,minor,0.857233822346,400.466674805,0.956,0.0614,0.00108,0.0769,0.322,0.57,-5.381,0.425,-5.381,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Just a Dream,Carrie Underwood,674,142.118011475,G,major,0.946497559547,285.70123291,0.781,0.0369,0.0613,0,0.121,0.526,-3.673,0.358,-3.673,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
It's Not Unusual,Belly,404,87.0098342896,F,major,0.923682510853,278.267944336,0.9,0.045,0.0256,0.00053,0.402,0.41,-7.13,0.93,-7.13,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
What I Feel,New Fast Automatic Daffodils,395,102.138549805,C,major,0.885784566402,232.800003052,0.671,0.0237,0.0383,0.129,0.0918,0.612,-8.749,0.482,-8.749,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
New Day,Green River Ordinance,405,94.9689712524,A,major,0.847868084908,256.600830078,0.693,0.0344,0.0572,0.000146,0.119,0.542,-6.049,0.421,-6.049,dark,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Holland Street,The Field Mice,274,95.8858947754,A#,minor,0.931099832058,171.520004272,0.547,0.0283,0.000306,0.687,0.152,0.566,-9.537,0.814,-9.537,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
All the Machines Are Quiet,Robert Calvert,537,103.863609314,C#,major,0.932016253471,303.177154541,0.725,0.0645,0.0231,0,0.8,0.521,-10.69,0.521,-10.69,bright,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
The Giving Tree,MC Lars | Mac Lethal,793,165.385635376,G,major,0.688438534737,349.772338867,0.821,0.136,0.115,0,0.0709,0.738,-5.839,0.702,-5.839,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Where Is the Love,The Black Eyed Peas,1016,94.0915527344,F,major,0.791272580624,508.911743164,0.696,0.197,0.11,0,0.13,0.834,-3.224,0.804,-3.224,bright,atonal,voice,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Luxury,Fad Gadget,516,126.54725647,C,major,0.912845253944,245.681625366,0.9,0.0421,0.0511,0.0667,0.09,0.7,-4.956,0.883,-4.956,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
From the Top of the Mountain,Dog Faced Hermans,482,65.9439086914,A,minor,0.743577063084,279.980407715,0.966,0.0873,5.73e-05,0.872,0.369,0.175,-7.443,0.569,-7.443,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
