title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
When Rivers Cry,Somi | Common,432,90.7535552979,C,minor,0.926229894161,268.917541504,0.621,0.0518,0.897,2.55e-06,0.188,0.418,-8.628,0.541,-8.628,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Life in Vain,Daniel Johnston,575,172.265151978,G,major,0.905183851719,202.213882446,0.389,0.0324,0.341,9.58e-06,0.0984,0.375,-9.411,0.4,-9.411,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sing Song,Rone,346,79.9233322144,F#,minor,0.704802811146,261.250610352,0.567,0.0415,0.042,0.00424,0.0685,0.263,-10.058,0.118,-10.058,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Together Forever (Lover’s Leap remix),Rick Astley,386,115.115058899,D,major,0.958559393883,201.986663818,0.924,0.0518,0.0417,0.000157,0.134,0.707,-11.844,0.903,-11.844,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Criticize,Alexander O’Neal,439,114.3854599,A,major,0.922773718834,230.87020874,0.759,0.0436,0.0792,1.09e-06,0.0564,0.659,-12.455,0.74,-12.455,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Dreamscape (Bluesolar remix),009 Sound System,578,125.924980164,G#,minor,0.903632998466,273.658782959,0.431,0.0335,0.0379,0.612,0.101,0.821,-8.384,0.366,-8.384,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
You Made Me,Fabolous | Tish Hyman,353,84.8973007202,A#,major,0.955127477646,250.096328735,0.85,0.0714,0.00387,0,0.252,0.511,-3.804,0.115,-3.804,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
We Got That Cool,Yves V | Afrojack | Icona Pop,441,123.790016174,G#,minor,0.929564535618,213.028564453,0.865,0.0357,0.00462,1.26e-06,0.208,0.639,-5.01,0.611,-5.01,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Crazy Rap,Afroman,544,98.9579925537,A,minor,0.927688360214,330.057128906,0.367,0.382,0.325,0,0.132,0.927,-7.797,0.576,-7.797,dark,atonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
The Cycle,Eric Roberson | Pharoahe Monch,437,89.8713150024,C#,minor,0.956174433231,292.650421143,0.808,0.065,0.0169,0,0.127,0.701,-6.258,0.697,-6.258,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Love,Sébastien Tellier,599,134.990570068,A#,major,0.865459024906,267.206542969,0.717,0.0337,0.158,0.926,0.428,0.555,-8.621,0.505,-8.621,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Mama (Dzeko remix),Jonas Blue | William Singe,379,128.010955811,D,major,0.885078728199,177.214691162,0.745,0.0708,0.0615,0,0.182,0.627,-3.593,0.395,-3.593,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Love Is Darkness (original mix),Sander van Doorn | Carol Lee,996,129.937164307,C,minor,0.880956351757,461.609802246,0.639,0.0315,0.0487,0.00623,0.103,0.629,-5.733,0.104,-5.733,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
If I Lose Myself,Alesso | OneRepublic,479,126.074485779,D,major,0.942146778107,228.493057251,0.782,0.041,0.219,1.03e-05,0.133,0.523,-4.846,0.164,-4.846,dark,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Prologue,Biosphere,51,172.265762329,B,minor,0.30977332592,21.8383674622,0.498,0.517,0.891,1.64e-05,0.328,0.7,-19.472,0.225,-19.472,dark,atonal,instrumental,not_sad,relaxed,party,happy,electronic,aggressive,not_acoustic
Live Your Life,Eddie Thoneick | Erick Morillo | Shawnee Taylor,834,128.048828125,G#,major,0.723188877106,393.848175049,0.743,0.0565,0.0216,0.000545,0.134,0.558,-7.833,0.201,-7.833,dark,tonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
We Can Make It,Miguel Migs | Omar,611,120.030082703,A#,major,0.962269246578,306.076721191,0.675,0.0459,0.0117,0.0794,0.0602,0.874,-5.84,0.397,-5.84,dark,atonal,instrumental,not_sad,relaxed,party,happy,electronic,not_aggressive,not_acoustic
"19,999",Too $hort,328,100.016281128,D,minor,0.942579388618,197.407348633,0.789,0.0709,0.0241,0,0.359,0.77,-3.416,0.898,-3.416,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,aggressive,not_acoustic
Lion,N.O.R.E. | Styles P | Raekwon,707,161.653320312,A#,major,0.928153991699,285.570617676,0.195,0.0574,0.959,0.921,0.116,0.451,-18.854,0.113,-18.854,bright,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
I Don't Know Why I Love You,Mr. Vegas,384,107.866775513,A#,minor,0.966401278973,214.517547607,0.83,0.11,0.197,0.00901,0.223,0.899,-4.416,0.79,-4.416,bright,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Arabesque 2,Harold Budd,336,117.798728943,A#,minor,0.457433193922,182.334686279,0.0946,0.0385,0.994,0.93,0.106,0.383,-18.506,0.163,-18.506,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Domino,Oxia,927,128.864135742,D#,minor,0.867663145065,433.377227783,0.69,0.0698,0.00291,0.907,0.203,0.785,-10.225,0.215,-10.225,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Compute,Para One | Surkin,176,128.267669678,C#,minor,0.979670405388,83.0879821777,0.826,0.0497,0.0275,0.0084,0.234,0.332,-7.269,0.216,-7.269,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Smooth Sailing,Kid606,711,99.9538269043,A#,major,0.950636804104,427.232666016,0.792,0.0749,0.314,0.965,0.107,0.522,-8.62,0.335,-8.62,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Skidoos,Akufen,1070,125.005645752,A#,major,0.762069106102,538.253051758,0.647,0.0665,0.0146,0.823,0.079,0.736,-10.823,0.357,-10.823,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Alarm,Boys Noize,323,99.9969558716,G#,major,0.946016907692,194.403259277,0.617,0.0407,0.0062,0.525,0.195,0.582,-7.785,0.212,-7.785,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Brown Sugar (instrumental),D’Angelo,364,83.0626068115,A,minor,0.865861833096,263.601623535,0.423,0.0902,0.429,0.73,0.0825,0.827,-10.064,0.546,-10.064,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Weekend (extended vocal mix),Michael Gray,1036,127.016983032,D,major,0.90072953701,488.183990479,0.783,0.0662,0.000255,0.135,0.0562,0.753,-6.586,0.787,-6.586,bright,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
A.C.’s Alien Nation,Aaron Carter,344,102.502250671,G#,major,0.956298172474,202.26902771,0.802,0.205,0.0202,0,0.289,0.85,-5.838,0.714,-5.838,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Hey Hey (Riva Starr Paradise Garage remix),Dennis Ferrer,776,127.059715271,C#,minor,0.933609843254,366.85333252,0.944,0.0432,0.000755,0.547,0.103,0.667,-5.377,0.845,-5.377,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Around (Rudimental remix),Noir | Haze,948,117.911102295,F,minor,0.914581298828,487.781585693,0.383,0.103,0.0309,0.691,0.0934,0.862,-13.882,0.496,-13.882,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Flight From the City,Clarice Jensen | Jóhann Jóhannsson | Yuki Numata Resnick | Ben Russell | Tarn Travers,831,139.988891602,A#,major,0.371826738119,391.116912842,0.086,0.0373,0.932,0.912,0.108,0.13,-21.92,0.0375,-21.92,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cut Me Down (Donatello feat. Arnas D. Remix),Sasha,1038,123.91230011,A,minor,0.937271952629,495.516723633,0.236,0.0385,0.00438,0.666,0.117,0.631,-18.036,0.268,-18.036,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
1‒800‒Henchman,Wyclef Jean,26,129.231567383,B,major,0.935376465321,11.7028570175,0.102,0,0.734,0,0.461,0,-14.633,0,-14.633,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
If I Had You,Parov Stelar,369,89.9359664917,F,minor,0.821040987968,246.700408936,0.599,0.0413,0.272,0.851,0.109,0.697,-11.321,0.571,-11.321,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
On a Level,Wiley,256,68.8930892944,G#,major,0.960198104382,183.173339844,0.922,0.251,0.572,0,0.189,0.781,-3.159,0.886,-3.159,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Sahara Night,F.R. David,620,101.920478821,D,major,0.768243074417,365.818786621,0.506,0.0292,0.128,0.000115,0.0549,0.723,-12.081,0.961,-12.081,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Wolves of the Wood,Aidan Moffat | RM Hubbert,211,94.367767334,E,major,0.7550380826,118.804901123,0.881,0.122,0.0104,0.238,0.084,0.407,-9.011,0.446,-9.011,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Red 2,Dave Clarke,828,134.475494385,A,minor,0.97261852026,367.516723633,0.833,0.0321,1.21e-05,0.896,0.0818,0.647,-7.055,0.18,-7.055,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,aggressive,not_acoustic
One More Chance,The Notorious B.I.G.,603,91.8921432495,F,major,0.919306397438,394.370605469,0.68,0.224,0.149,0,0.127,0.725,-6.037,0.695,-6.037,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Urban Serenade,Avril,370,80.9800796509,F,minor,0.725916445255,250.174697876,0.44,0.0554,0.542,0.0646,0.408,0.471,-13.388,0.172,-13.388,dark,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
The Ingredients of Love,Angie Stone | Musiq,309,78.1285934448,C#,major,0.946278214455,238.210617065,0.756,0.278,0.269,0,0.221,0.663,-5.223,0.62,-5.223,dark,tonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
In the Ghetto,Fat Joe,126,89.6509246826,A,minor,0.939005255699,85.3681640625,0.865,0.374,0.104,0,0.17,0.548,-3.196,0.597,-3.196,dark,atonal,voice,not_sad,relaxed,party,happy,electronic,aggressive,not_acoustic
Silicon Valleys,Benge,440,98.1434326172,D,minor,0.740491509438,265.090606689,0.625,0.0826,0.0325,0.828,0.224,0.736,-13.975,0.342,-13.975,dark,atonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
H2O,Darren Emerson,1021,129.981536865,C,minor,0.918493568897,472.659606934,0.841,0.0486,0.0114,0.793,0.256,0.623,-8.566,0.636,-8.566,dark,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Wait Till Tomorrow,Yves V | Regi | Mitch Crown,327,128.11831665,C,major,0.921749293804,164.963272095,0.813,0.0538,0.0448,0,0.121,0.553,-4.815,0.656,-4.815,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Drop Girl,Ice Cube | Redfoo | 2 Chainz,429,144.817153931,C#,minor,0.940021395683,178.416320801,0.8,0.284,0.0621,0,0.143,0.727,-2.507,0.862,-2.507,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Refreshing Beverage,Odd Nosdam | Dosh,643,156.031539917,F,major,0.280067771673,261.346679688,0.787,0.0647,0.528,0.312,0.0824,0.454,-12.332,0.623,-12.332,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Ein Tag am Strand,Eelke Kleijn,746,122.976516724,F,major,0.948056697845,365.165710449,0.675,0.0732,0.00339,0.877,0.0559,0.783,-8.768,0.283,-8.768,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Full the Moon,Hans Appelqvist,326,119.87348175,A,minor,0.117064192891,184.011993408,0.483,0.546,0.83,0.00732,0.118,0.405,-12.93,0.198,-12.93,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Vinylstyloz,Stylophonic,746,127.982070923,G#,minor,0.692738413811,350.328155518,0.909,0.0528,0.0127,0.948,0.0986,0.661,-8.883,0.43,-8.883,dark,tonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Government Gone Luuu,Busy Signal,485,163.86630249,C,major,0.944650411606,178.024490356,0.796,0.194,0.354,0.000244,0.173,0.814,-2.472,0.627,-2.472,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Where Is It? (Evil Nine remix),Will Saul | Ursula Rucker,853,132.000091553,F,minor,0.945211470127,393.769805908,0.484,0.0675,0.00193,0.788,0.27,0.787,-6.486,0.187,-6.486,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Roar,Glee Cast | Demi Lovato | Adam Lambert,337,90.0054702759,A#,major,0.895183205605,225.488983154,0.754,0.0291,0.0145,6.63e-05,0.0672,0.639,-5.075,0.628,-5.075,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Undah Yuh Skirt,Zeds Dead | Mavado,243,89.4088516235,C,minor,0.814110159874,163.266662598,0.929,0.292,0.00264,0.0229,0.0888,0.597,-2.981,0.755,-2.981,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
In My Zone,Rittz | Mike Posner | B.o.B,683,138.121109009,C#,minor,0.926334917545,298.161621094,0.691,0.219,0.279,0,0.0363,0.723,-6.784,0.512,-6.784,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Jacques Your Body (Make Me Sweat),Les Rythmes Digitales,496,120.957527161,A,major,0.909935891628,246,0.963,0.0538,0.000147,0.412,0.0554,0.681,-6.92,0.376,-6.92,bright,tonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Electric Boogaloo,Yves Larock,463,128.121505737,F,major,0.948856949806,216.790206909,0.388,0.308,0.00232,0.287,0.0738,0.935,-9.052,0.84,-9.052,bright,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
C’est la vie,Edvin Marton | Lou Bega,363,115.850502014,C,major,0.94316470623,191.634292603,0.484,0.0716,0.493,0.00124,0.464,0.47,-5.5,0.549,-5.5,bright,tonal,instrumental,sad,not_relaxed,not_party,happy,electronic,not_aggressive,acoustic
"Greed, Hate, Envy",Nelly,546,125.061462402,E,minor,0.893667519093,255.242446899,0.859,0.214,0.0623,0,0.302,0.922,-6.398,0.917,-6.398,bright,tonal,instrumental,not_sad,relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Bedtime Stories,Amon Tobin,519,139.938781738,A,minor,0.0678982436657,224.261230469,0.508,0.117,0.086,0.163,0.0649,0.397,-11.207,0.0422,-11.207,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Could It Be,Jaheim,270,91.8578186035,F,major,0.936778843403,176.613876343,0.553,0.0891,0.0636,1.73e-05,0.126,0.655,-6.854,0.531,-6.854,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Uzoamaka,King Britt | Oba Funke,1103,120.792755127,F,major,0.745080053806,548.573303223,0.744,0.214,0.00209,0.288,0.188,0.644,-9.15,0.137,-9.15,dark,atonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
King Kong,Jibbs | Chamillionaire,355,77.9683990479,F,minor,0.763144075871,274.076721191,0.778,0.246,0.0207,0,0.237,0.774,-5.066,0.514,-5.066,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
If You Wanna,Roy Davis Jr.,884,120.005943298,A#,major,0.935087144375,440.581237793,0.671,0.0824,0.0553,0.000124,0.133,0.86,-8.566,0.668,-8.566,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
A Different Party,Jordan Knight,727,152.118148804,A#,major,0.943972289562,287.06829834,0.828,0.065,0.0763,0.00242,0.125,0.746,-5.957,0.696,-5.957,dark,atonal,voice,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
It's Very Sunny,Casino Versus Japan,814,172.264907837,A#,major,0.715431451797,285.70123291,0.677,0.0413,0.0887,0.599,0.0998,0.727,-7.935,0.923,-7.935,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
What Is Love,Janelle Monáe | Anne Hathaway | Jesse Eisenberg | Jamie Foxx | Carlinhos Brown,325,120.000534058,F,major,0.855518996716,163.631027222,0.897,0.114,0.0854,2.72e-06,0.0409,0.666,-4.938,0.701,-4.938,bright,tonal,voice,not_sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Addicted To You,Alec Empire,462,118.946350098,A#,major,0.969342410564,234.422851562,0.994,0.0588,0.00134,0.0834,0.389,0.583,-5.884,0.302,-5.884,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Let’s Go Back (Solomun remix),Kraak & Smaak | Romanthony,451,122.9061203,D,major,0.938924074173,220.786941528,0.463,0.0683,0.0718,0.406,0.0707,0.793,-9.829,0.612,-9.829,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Nothing Like Me,Twista | Gritz,454,119.986190796,A,minor,0.972864985466,227.631027222,0.715,0.0523,0.00555,0.00168,0.0911,0.829,-9.234,0.0371,-9.234,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Love Me Again,John Newman,451,126.093055725,C,major,0.922245740891,216.163269043,0.894,0.0441,0.00453,0.000596,0.103,0.495,-4.814,0.213,-4.814,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
21 to 35,Boom Bip | Doseone,35,93.5269622803,D,minor,0.0342935472727,23.745306015,0.394,0.645,0.918,1.71e-06,0.755,0.679,-28.119,0.169,-28.119,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,aggressive,acoustic
Silverlake Pills,Adam Freeland,543,127.104904175,F#,minor,0.908006668091,256.835906982,0.659,0.0487,0.526,0.889,0.0948,0.734,-12.317,0.568,-12.317,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
La Santa,Bad Bunny | Daddy Yankee,319,92.9179458618,A#,minor,0.958851218224,206.420410156,0.868,0.047,0.0326,0,0.0822,0.744,-4.524,0.586,-4.524,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Prelude to a Feud,Chilly Gonzales,267,110.824691772,D,minor,0.435314744711,144.169799805,0.146,0.0349,0.989,0.773,0.143,0.364,-21.829,0.161,-21.829,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Talkin' Shit,Quasimoto,169,88.0684814453,F#,minor,0.909077048302,114.754669189,0.54,0.434,0.000735,3.82e-06,0.359,0.515,-10.434,0.585,-10.434,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
On Sight,Kash Doll | Trey Songz,420,150.208984375,A#,minor,0.816407322884,168.982894897,0.504,0.225,0.13,0,0.188,0.842,-8.225,0.518,-8.225,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Rimuse,Burnt Friedman,613,100.007080078,F,major,0.74959731102,359.026947021,0.457,0.0715,0.735,0.841,0.0698,0.548,-13.916,0.52,-13.916,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Sky Juice,Lee Coombs,511,135.394546509,A#,major,0.873740494251,227.082443237,0.932,0.0723,0.0204,0.787,0.13,0.785,-7.832,0.423,-7.832,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
So Many Girls,DJ Drama | Wale | Tyga | Roscoe Dash,497,144.517562866,F#,minor,0.845095992088,209.240005493,0.859,0.0862,0.195,0,0.0653,0.615,-3.159,0.644,-3.159,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Sunny Day,Richie Spice,474,134.356170654,A,minor,0.870710849762,212.688980103,0.617,0.0609,0.314,0,0.251,0.938,-5.825,0.921,-5.825,bright,tonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
In-A-Gadda-Da-Vida,High Contrast,111,88.7812957764,A#,major,0.970247864723,75.7289810181,0.865,0.0483,0.00257,0.371,0.123,0.59,-5.226,0.53,-5.226,dark,tonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
You're My Fantasy,Robin Thicke,825,140.004150391,A,minor,0.89226859808,356.728149414,0.495,0.0401,0.328,0.139,0.108,0.74,-11.448,0.416,-11.448,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Everything Has Changed,Taylor Swift | Ed Sheeran,326,80.0217437744,F#,major,0.899991095066,245.413330078,0.458,0.0287,0.36,3.89e-06,0.303,0.624,-6.755,0.436,-6.755,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Got No Better,Cassidy,373,94.9957199097,A#,major,0.937691152096,236.538772583,0.597,0.189,0.292,0,0.128,0.717,-7.83,0.566,-7.83,bright,atonal,voice,sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
"Baby, I Believe In You",George LaMond,805,172.265075684,G#,major,0.836767554283,285.570617676,0.492,0.0343,0.0934,0.00858,0.104,0.56,-12.753,0.667,-12.753,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Arild,Ricardo Villalobos,1298,128.21762085,A#,minor,0.91581094265,609.33807373,0.544,0.169,0.00156,0.9,0.093,0.887,-11.914,0.0782,-11.914,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
W,Bobby Valentino,553,123.984619141,G,major,0.875869452953,268.382049561,0.752,0.0731,0.12,0,0.0911,0.543,-6.554,0.586,-6.554,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Baltang Arg,Squarepusher,753,79.8999786377,A#,minor,0.695871829987,410.666656494,0.775,0.112,0.00269,0.798,0.126,0.542,-8.33,0.322,-8.33,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Liquid Super D,E-Noid,845,161.574829102,A,major,0.914141714573,318.526733398,0.874,0.0687,0.000909,0.718,0.545,0.566,-5.796,0.353,-5.796,dark,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Wine,Cham | O,379,100.029594421,F#,minor,0.929057657719,225.671829224,0.712,0.298,0.163,0,0.262,0.567,-5.052,0.754,-5.052,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Knights of Jaguar,DJ Rolando,865,129.260223389,C#,minor,0.945225715637,398.053344727,0.84,0.0469,0.0267,0.924,0.114,0.679,-13.147,0.817,-13.147,dark,atonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Home,The Caretaker,227,109.349754333,F,minor,0.684472560883,126.328163147,0.0468,0.0438,0.861,0.59,0.108,0.172,-23.559,0.0366,-23.559,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Didn't Know,Roc Marciano | Freeway | Knowledge the Pirate,313,78.0127334595,C,major,0.922703564167,240.489074707,0.773,0.324,0.113,0,0.82,0.441,-6.053,0.385,-6.053,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
What's Wrong,Ryoji Ikeda,80,92.2032546997,A,minor,0.96418184042,52.7200012207,0.464,0.113,0.0457,0.921,0.117,0.799,-14.231,0.461,-14.231,dark,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
90’s,Prefuse 73,98,111.441291809,G,major,0.502401351929,55.222858429,0.907,0.0738,7.43e-05,0.716,0.233,0.419,-6.203,0.213,-6.203,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Erotic Discourse (Dense & Pika remix),Paul Woolford,935,123.951751709,C,minor,0.912883281708,445.056884766,0.681,0.104,0.00171,0.912,0.105,0.814,-7.869,0.297,-7.869,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,aggressive,not_acoustic
Strings of the Strings of Life,Derrick May,789,128.019866943,G,major,0.834014475346,362.448974609,0.794,0.226,0.287,0.908,0.124,0.495,-5.879,0.415,-5.879,bright,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
You Should Know,PRhyme | Dwele,429,92.9215164185,A,major,0.964208900928,275.226135254,0.908,0.291,0.0996,0,0.363,0.589,-3.021,0.556,-3.021,bright,tonal,voice,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Return of the Mack (instrumental),Mark Morrison,548,95.4244995117,D,minor,0.977712333202,344.973052979,0.805,0.0457,0.00127,0.829,0.345,0.774,-7.771,0.516,-7.771,bright,atonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
In My Life,Ludacris | John Legend,727,150.228225708,D,minor,0.92943918705,292.57144165,0.92,0.241,0.0082,0,0.168,0.358,-4.583,0.614,-4.583,dark,tonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Voyeur,Baths,421,150.105621338,G#,major,0.883243143559,219.611434937,0.441,0.0532,0.604,0.341,0.145,0.543,-10.389,0.448,-10.389,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Wolf,Tungevaag | Raaban,408,128.066055298,A#,major,0.892348527908,197.51184082,0.867,0.0798,0.246,0,0.126,0.645,-4.468,0.44,-4.468,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
How Many Licks?,Lil’ Kim | Sisqó,408,105.418434143,A#,minor,0.954595446587,232.306945801,0.682,0.333,0.0404,0,0.352,0.584,-9.597,0.722,-9.597,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
