title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Alma de loca,Francisco Rotundo | Floreal Ruiz,393,123.226501465,G,major,0.66562640667,191.712646484,0.437,0.0386,0.922,0.000758,0.0853,0.509,-5.026,0.811,-5.026,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
El viejo vals,Francisco Rotundo | Enrique Campos | Floreal Ruiz,322,138.935501099,D,minor,0.627689003944,174.60244751,0.466,0.0515,0.96,0.0276,0.28,0.624,-12.112,0.839,-12.112,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Mundana,José Basso | Floreal Ruiz,351,114.146987915,F,major,0.1151509583,182.909393311,0.361,0.0373,0.864,9.74e-06,0.211,0.292,-12.231,0.686,-12.231,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Las vueltas de la vida,Francisco Rotundo | Floreal Ruiz,382,123.675239563,D,minor,0.244630411267,191.660415649,0.221,0.0656,0.919,0,0.0666,0.55,-14.034,0.608,-14.034,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Sobre el pucho,Francisco Rotundo | Floreal Ruiz,320,117.319473267,D,major,0.247617915273,175.386123657,0.398,0.0389,0.956,9.3e-05,0.0462,0.508,-4.694,0.524,-4.694,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Después del carnaval,José Basso | Floreal Ruiz,377,123.516990662,G,minor,0.498167037964,185.861221313,0.263,0.0388,0.827,0,0.6,0.417,-13.228,0.646,-13.228,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Como dos extraños,José Basso | Floreal Ruiz,344,123.295837402,E,major,0.652607142925,172.199188232,0.384,0.0357,0.78,0,0.408,0.33,-13.044,0.61,-13.044,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Margarita Gauthier,Horacio Salgán,370,112.077857971,F#,minor,0.460922539234,194.873474121,0.278,0.0422,0.925,0,0.187,0.438,-10.886,0.51,-10.886,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Los mareados,Horacio Salgán,420,108.400588989,E,minor,0.79894053936,217.077545166,0.466,0.066,0.889,0.0025,0.368,0.42,-6.949,0.522,-6.949,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Orgullo criollo,Horacio Salgán | Ubaldo de Lío,431,135.246444702,F,major,0.936123132706,224.783676147,0.0675,0.0446,0.976,0.877,0.11,0.451,-25.709,0.431,-25.709,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
A fuego lento,Horacio Salgán,471,128.413665771,F,major,0.776221752167,229.079971313,0.26,0.0566,0.781,0.846,0.0917,0.684,-13.054,0.667,-13.054,dark,atonal,instrumental,not_sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
A Don Augustín Bardi,Horacio A. Salgán,363,122.549163818,G,minor,0.731274545193,185.653335571,0.416,0.0322,0.974,0.941,0.233,0.461,-10.895,0.532,-10.895,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Don Augustin Bardi,Horacio Salgán,358,123.414550781,G,minor,0.199220448732,181.159179688,0.416,0.0322,0.974,0.941,0.233,0.461,-10.895,0.532,-10.895,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
El choclo,Horacio Salgán,453,126.379570007,D,minor,0.907530844212,216.383987427,0.153,0.046,0.967,0.897,0.107,0.604,-21.488,0.609,-21.488,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Rawson,Florindo Sassone,340,117.039093018,C,major,0.531427919865,174.706939697,0.252,0.0323,0.849,0.207,0.063,0.518,-13.151,0.544,-13.151,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Papas calientes,Florindo Sassone,265,119.791519165,G,major,0.670070290565,133.668563843,0.132,0.0411,0.978,0.851,0.101,0.714,-17.163,0.578,-17.163,bright,tonal,instrumental,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Rodríguez Peña,Florindo Sassone,358,120.290458679,A,major,0.630301058292,179.591842651,0.326,0.0512,0.912,0.696,0.51,0.493,-10.974,0.411,-10.974,dark,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Lágrimas,Florindo Sassone,299,117.723632813,A#,major,0.696142733097,153.88734436,0.394,0.063,0.844,0.126,0.0964,0.372,-5.448,0.483,-5.448,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
A la gran muñeca,Florindo Sassone,331,118.137664795,A,minor,0.528351783752,169.351837158,0.187,0.0386,0.934,0.197,0.103,0.539,-17.257,0.534,-17.257,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Bahía Blanca,Florindo Sassone,331,113.582595825,F#,minor,0.378251224756,175.046524048,0.293,0.0327,0.865,0.443,0.291,0.444,-10.278,0.433,-10.278,dark,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Fuegos artificiales,Florindo Sassone,349,120.41418457,C,minor,0.751643240452,174.994293213,0.336,0.0334,0.736,0.802,0.305,0.615,-14.095,0.481,-14.095,dark,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Danzarín,Florindo Sassone,278,117.057701111,G,major,0.786659359932,143.559997559,0.32,0.0376,0.8,0.861,0.321,0.635,-12.399,0.529,-12.399,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
La canción de Violeta,Florindo Sassone,278,117.706695557,A,major,0.774785459042,142.759185791,0.313,0.0305,0.866,0.271,0.175,0.554,-10.107,0.628,-10.107,bright,tonal,instrumental,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Tango azul,Florindo Sassone,248,117.83807373,F,major,0.632474958897,129.018768311,0.281,0.0351,0.909,0.915,0.066,0.487,-13.31,0.515,-13.31,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
El motivo,Alberto Marino | Emilio Balcarce,415,119.859336853,C,minor,0.431597203016,200.986129761,0.168,0.0404,0.979,0.0595,0.115,0.432,-13.877,0.416,-13.877,bright,atonal,instrumental,sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Tres amigos,Alberto Marino,403,122.907264709,D,major,0.932078242302,196.101226807,0.271,0.0382,0.993,0.000237,0.138,0.578,-7.098,0.458,-7.098,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
De tardecita,Alberto Marino | Emilio Balcarce,322,120.261436462,C,minor,0.396398514509,163.239181519,0.206,0.0392,0.98,0.131,0.0996,0.495,-11.833,0.56,-11.833,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Una canción,Alberto Marino,399,110.972953796,F,minor,0.0257896631956,200.019592285,0.405,0.109,0.977,0,0.143,0.426,-8.539,0.355,-8.539,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Farolito de papel,Alberto Marino | Hugo Baralis,271,115.162185669,E,minor,0.607518315315,145.711013794,0.19,0.0458,0.983,0.0359,0.144,0.523,-11.203,0.513,-11.203,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Estudiante,Alberto Marino | Emilio Balcarce,310,117.680053711,G,major,0.363840460777,146.67755127,0.416,0.0533,0.957,0.00735,0.779,0.338,-11.088,0.293,-11.088,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Nada más que un corazón,Aníbal Troilo | Alberto Marino,362,116.900993347,C#,minor,0.71711063385,189.440002441,0.209,0.0442,0.958,0.0493,0.182,0.494,-15.041,0.613,-15.041,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Chiqué,Aníbal Troilo | Alberto Marino,353,125.555526733,G,minor,0.653984546661,170.840820313,0.412,0.0335,0.984,0.828,0.462,0.424,-7.315,0.58,-7.315,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Café de los angelitos,Aníbal Troilo | Alberto Marino | Floreal Ruíz,331,120.220977783,E,minor,0.660466909409,158.866668701,0.374,0.0478,0.937,2.9e-06,0.446,0.429,-13.739,0.571,-13.739,dark,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Tapera,Nelly Omar,378,120.057006836,G,major,0.813201665878,195.93598938,0.353,0.0494,0.813,0,0.316,0.562,-8.343,0.608,-8.343,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El morocho y el oriental,Francisco Canaro | Nelly Omar,376,102.095085144,E,minor,0.743505597115,191.059585571,0.195,0.0507,0.963,0.225,0.18,0.564,-12.85,0.763,-12.85,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Nobleza de arrabal,Francisco Canaro | Nelly Omar,375,132.325622559,G#,major,0.476915478706,177.867752075,0.165,0.0476,0.988,0.925,0.1,0.631,-16.266,0.793,-16.266,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Rosa de otoño,Francisco Canaro | Nelly Omar,315,99.6612319946,G,minor,0.879580795765,165.903671265,0.351,0.055,0.939,0.00784,0.195,0.514,-12.495,0.685,-12.495,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Adiós pampa mía,Francisco Canaro | Nelly Omar,381,119.903579712,F,major,0.483774095774,193.039993286,0.319,0.0336,0.932,0.028,0.064,0.505,-9.643,0.603,-9.643,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
La canción de Buenos Aires,Francisco Canaro | Nelly Omar,340,123.377975464,F,major,0.741790890694,170.031021118,0.324,0.151,0.979,0.00715,0.302,0.713,-11.513,0.835,-11.513,bright,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
La piel de vivir,Nelly Omar,375,108.849197388,E,minor,0.873642742634,201.795913696,0.396,0.079,0.823,0,0.111,0.646,-8.293,0.34,-8.293,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Caminito,Nelly Omar,356,117.351409912,F#,major,0.858213305473,185.756729126,0.226,0.0444,0.903,0,0.348,0.555,-10.35,0.477,-10.35,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Luna,Nelly Omar,580,151.633041382,G,major,0.899326920509,230.45223999,0.387,0.0462,0.821,3.38e-06,0.0949,0.596,-9.161,0.63,-9.161,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sur,Nelly Omar,376,117.320220947,A,minor,0.694632053375,184.816329956,0.27,0.057,0.908,4.9e-06,0.225,0.58,-11.738,0.46,-11.738,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cardos,Orquesta Típica Victor,324,117.205528259,D,minor,0.783248364925,166.933334351,0.307,0.0446,0.983,0.644,0.257,0.597,-10.284,0.763,-10.284,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Noches de invierno,Orquesta Típica Victor | Lita Morales,502,184.570632935,C,major,0.63490819931,167.05305481,0.317,0.0772,0.99,0.221,0.194,0.505,-8.767,0.707,-8.767,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Amor y celo,Orquesta Típica Victor | Carlos Lafuente,240,100.889564514,E,major,0.910888314247,143.412246704,0.34,0.0372,0.991,0.0766,0.43,0.643,-7.468,0.722,-7.468,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Jueves,Orquesta Típica Victor,323,135.141159058,B,minor,0.344635486603,143.882446289,0.323,0.0551,0.981,0.739,0.0864,0.742,-8.762,0.929,-8.762,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Al pie de la Santa Cruz,Alfredo De Angelis | Carlos Dante,364,123.491203308,E,major,0.819599688053,175.490615845,0.397,0.0449,0.984,2.87e-05,0.309,0.534,-10.133,0.632,-10.133,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Milonguita,Alfredo De Angelis | Carlos Dante,371,128.572250366,F,major,0.84956908226,172.930618286,0.397,0.0327,0.895,1.49e-05,0.141,0.451,-6.862,0.642,-6.862,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Pobre flor (vals),Alfredo De Angelis | Julio Martel | Carlos Dante,294,110.119255066,G,minor,0.824846923351,160.992660522,0.496,0.0555,0.92,0.169,0.204,0.641,-12.185,0.691,-12.185,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Buenos Aires,Francisco Lomuto,327,111.633979797,F#,major,0.415921479464,176.666122437,0.216,0.0425,0.989,0.539,0.0705,0.582,-13.378,0.56,-13.378,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Intimas,Francisco Lomuto,333,119.963737488,G,major,0.829819262028,167.888977051,0.152,0.0519,0.992,0.00385,0.393,0.658,-13.042,0.571,-13.042,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Nostalgias,Francisco Lomuto | Jorge Omar,364,122.469024658,E,minor,0.855891644955,183.163894653,0.0992,0.101,0.981,0.00694,0.109,0.677,-15.174,0.688,-15.174,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El chamuyo,Edgardo Donato,327,131.914154053,F#,minor,0.584098815918,149.315917969,0.101,0.099,0.992,0.191,0.12,0.741,-17.449,0.714,-17.449,dark,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Sacale punta,Edgardo Donato,428,184.570739746,E,minor,0.774384140968,139.128158569,0.332,0.0797,0.983,0.0632,0.0635,0.696,-10.436,0.961,-10.436,bright,tonal,instrumental,sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Triqui-trá,Lita Morales | Edgardo Donato,325,128.926696777,E,major,0.306599497795,151.980407715,0.12,0.0415,0.993,3.93e-05,0.0765,0.825,-12.472,0.785,-12.472,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
MI serenata,Edgardo Donato,409,129.046768188,C,minor,0.76044100523,191.137954712,0.0737,0.0376,0.988,0.00362,0.0943,0.456,-20.018,0.233,-20.018,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Papas calientes,Edgardo Donato,385,162.572341919,G,major,0.372379332781,145.31918335,0.213,0.071,0.993,0.845,0.0936,0.661,-8.89,0.79,-8.89,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Sombra gaucha,Edgardo Donato | Horacio Lagos | Lita Morales,337,136.564697266,C,minor,0.69981366396,148.767349243,0.1,0.0914,0.984,0.00292,0.331,0.587,-19.981,0.492,-19.981,bright,atonal,instrumental,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Chiqué,Edgardo Donato,361,126.031272888,G,minor,0.167716398835,172.559997559,0.108,0.0822,0.993,0.558,0.226,0.723,-21.154,0.778,-21.154,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
El adiós,Edgardo Donato,385,123.43686676,C#,minor,0.396082550287,187.24571228,0.263,0.0845,0.98,0.312,0.586,0.851,-14.828,0.728,-14.828,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Meta fierro,Juan D'Arienzo | Alberto Echagüe,267,119.930397034,A,major,0.773926496506,136.280822754,0.597,0.0606,0.929,0.367,0.211,0.747,-6.68,0.892,-6.68,bright,atonal,instrumental,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
El hipo,Juan D'Arienzo | Alberto Echagüe,377,133.214401245,G,major,0.445364236832,178.520812988,0.574,0.103,0.974,0.00168,0.118,0.649,-6.133,0.765,-6.133,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
El tarta,Juan D'Arienzo | Alberto Echagüe,362,135.285919189,F#,major,0.830655276775,162.847351074,0.524,0.271,0.815,0.0218,0.261,0.735,-10.5,0.895,-10.5,dark,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Ansiedad,Juan D'Arienzo | Alberto Echagüe,360,135.496871948,D,minor,0.797178804874,162.220413208,0.495,0.0794,0.966,0.0245,0.0589,0.748,-5.524,0.895,-5.524,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Yo me llamo Eloy Peralta,Juan D'Arienzo | Alberto Echagüe,329,107.964569092,D,major,0.826963126659,176.559997559,0.588,0.0592,0.892,0.000805,0.0715,0.599,-6.052,0.873,-6.052,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Farabute,Juan D'Arienzo | Alberto Echagüe,321,129.784805298,F,minor,0.888322710991,148.062042236,0.316,0.132,0.979,0.39,0.121,0.652,-13.579,0.847,-13.579,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Pan comido,Juan D'Arienzo | Alberto Echagüe,288,128.82711792,C,minor,0.807576835155,137.413330078,0.673,0.101,0.936,0.0401,0.133,0.611,-6.694,0.734,-6.694,bright,tonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Y suma y sigue,Juan D'Arienzo | Alberto Echagüe,359,129.757827759,G,minor,0.793228089809,170.133331299,0.75,0.13,0.902,3.91e-05,0.205,0.64,-3.56,0.79,-3.56,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
A puño limpio,Juan D'Arienzo | Alberto Echagüe,284,118.196212769,G,major,0.931588351727,147.644088745,0.629,0.0907,0.944,1.91e-05,0.265,0.696,-9.862,0.84,-9.862,bright,atonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Amarroto,Juan D'Arienzo | Alberto Echagüe,389,129.809997559,D,minor,0.624840080738,180.559997559,0.671,0.0382,0.923,4.36e-05,0.0697,0.624,-5.717,0.776,-5.717,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Milonga de pelo largo,Adriana Varela,599,122.401702881,C,minor,0.743560373783,293.773071289,0.518,0.0308,0.211,0.000454,0.0838,0.639,-8.552,0.365,-8.552,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Con la frente marchita,Adriana Varela,510,122.989135742,A#,major,0.583646535873,262.530609131,0.798,0.607,0.19,0,0.856,0.455,-10.156,0.466,-10.156,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Cada vez que me recuerdes,Adriana Varela,299,111.490036011,D,minor,0.672811388969,159.947753906,0.46,0.0524,0.912,2.12e-06,0.693,0.553,-9.007,0.247,-9.007,dark,atonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Tango de lengue,Adriana Varela,241,102.659667969,D,minor,0.144905611873,134.138778687,0.238,0.0387,0.842,0,0.125,0.366,-13.313,0.391,-13.313,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Viejo grata,Adriana Varela,312,142.682861328,E,major,0.219103097916,155.637557983,0.178,0.124,0.887,0,0.103,0.671,-13.937,0.407,-13.937,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Punto alto,Adriana Varela,347,136.594833374,C,major,0.757624268532,153.730606079,0.263,0.0591,0.788,0,0.0894,0.589,-10.975,0.555,-10.975,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Cumplido,Adriana Varela,281,117.256362915,E,major,0.285394519567,154.409790039,0.257,0.0552,0.909,1.92e-06,0.0982,0.685,-12.214,0.532,-12.214,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Villa Urquiza,Adriana Varela,337,129.953826904,C,major,0.864410161972,160.261230469,0.274,0.0692,0.47,0,0.0884,0.661,-11.681,0.57,-11.681,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Tango de ayer,Adriana Varela,282,117.818611145,C,minor,0.75381475687,148.636734009,0.264,0.0727,0.738,0,0.171,0.586,-12.504,0.552,-12.504,bright,tonal,voice,sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Boleta,Adriana Varela,243,129.376220703,G,major,0.933670401573,131.892242432,0.267,0.125,0.533,0,0.0857,0.625,-12.184,0.714,-12.184,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Malena,Lucio Demare,362,123.542938232,C#,minor,0.82063639164,176.222045898,0.25,0.0623,0.938,0.000978,0.324,0.673,-9.509,0.83,-9.509,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,acoustic
Torrente,Lucio Demare,386,122.741874695,B,minor,0.667840898037,191.686523438,0.296,0.0429,0.968,0.0391,0.174,0.537,-9.038,0.693,-9.038,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
No te apures Cara Blanca,Lucio Demare,427,123.604415894,G,minor,0.285296499729,209.293060303,0.212,0.0634,0.988,0.0167,0.0966,0.69,-11.585,0.654,-11.585,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El baile de los domingos,Lucio Demare,347,122.511947632,D,minor,0.665452241898,172.120819092,0.239,0.0601,0.959,0.0668,0.189,0.633,-10.561,0.726,-10.561,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Mañana zarpa un barco,Lucio Demare | Juan Carlos Miranda,391,118.287727356,C,minor,0.549999117851,197.877548218,0.362,0.0823,0.917,0.000468,0.135,0.697,-6.539,0.857,-6.539,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Al pasar,Lucio Demare,271,102.977294922,C,major,0.683044433594,157.126525879,0.308,0.0345,0.956,0.116,0.312,0.52,-9.616,0.637,-9.616,bright,atonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Florcita,Lucio Demare,369,123.458618164,E,major,0.13149766624,180.062042236,0.251,0.0609,0.945,0.864,0.13,0.661,-7.284,0.71,-7.284,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
La racha,Lucio Demare,319,130.179031372,G,minor,0.625817358494,146.33795166,0.126,0.0614,0.992,0.695,0.127,0.535,-19.916,0.585,-19.916,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Oigo tu voz,Lucio Demare | Raúl Berón,353,119.848762512,A,minor,0.175321862102,174.315109253,0.155,0.0471,0.959,0.000258,0.168,0.532,-11.67,0.493,-11.67,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Tanguera,Mariano Mores,263,123.476295471,F,minor,0.665836691856,127.959999084,0.301,0.0328,0.96,0.847,0.341,0.529,-13.049,0.38,-13.049,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Taquito militar,Mariano Mores,305,120.643241882,C,major,0.426447868347,154.827758789,0.595,0.0501,0.847,0.901,0.116,0.505,-10.21,0.413,-10.21,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Linda,Mariano Mores,400,114.185142517,D,major,0.50641232729,200.933883667,0.365,0.0338,0.873,0.00233,0.191,0.278,-12.237,0.296,-12.237,bright,atonal,voice,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
La cumparsita,Mariano Mores,367,132.725189209,A#,minor,0.599398493767,175.098770142,0.355,0.0303,0.803,0.92,0.0988,0.379,-12.255,0.265,-12.255,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Taquito Militar,Mariano Mores,347,139.856430054,A,minor,0.853652477264,149.890609741,0.595,0.0501,0.847,0.901,0.116,0.505,-10.21,0.413,-10.21,dark,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El firulete,Mariano Mores,516,154.716323853,A,major,0.28637072444,201.57333374,0.524,0.109,0.367,0.855,0.0499,0.579,-12.253,0.284,-12.253,bright,atonal,instrumental,sad,relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Vals de la evocación,Mariano Mores,535,135.542297363,D#,major,0.218623429537,243.173873901,0.428,0.0362,0.685,0.467,0.947,0.321,-8.921,0.151,-8.921,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Adiós pampa mía,Mariano Mores,377,123.413200378,C,major,0.281719148159,179.173873901,0.361,0.0477,0.948,0.000602,0.0625,0.444,-8.045,0.16,-8.045,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
El monito,Mariano Mores,281,128.036087036,F,minor,0.750821650028,134.87020874,0.458,0.0336,0.738,0.00202,0.0529,0.457,-11.585,0.642,-11.585,dark,atonal,instrumental,not_sad,relaxed,party,happy,electronic,not_aggressive,not_acoustic
La calesita,Mariano Mores | Carlos Acuña,371,122.959388733,F,major,0.231064096093,181.185302734,0.379,0.0601,0.725,5.28e-05,0.184,0.503,-10.998,0.557,-10.998,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Una vez,Osvaldo Pugliese | Alberto Morán,374,120.595230103,A#,minor,0.629486143589,187.768157959,0.341,0.0372,0.972,0.203,0.127,0.429,-10.924,0.371,-10.924,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Bailemos,Armando Cupo | Alberto Morán,335,116.838287354,G,minor,0.683011054993,168.90776062,0.177,0.0903,0.955,0.00344,0.114,0.493,-16.66,0.405,-16.66,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
San José de Flores,Armando Cupo | Alberto Morán,455,114.286422729,E,minor,0.101124376059,217.155914307,0.144,0.0601,0.905,0.00959,0.104,0.455,-17.836,0.241,-17.836,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Pasional,Armando Cupo | Alberto Morán,351,113.809463501,B,minor,0.492349028587,185.182037354,0.234,0.0567,0.921,0.0553,0.164,0.455,-15.266,0.391,-15.266,dark,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Desvelo,Armando Cupo | Alberto Morán,386,112.084381104,C,minor,0.44926443696,201.273468018,0.101,0.0495,0.9,5.17e-05,0.112,0.435,-18.225,0.259,-18.225,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
